Date,LQD US Equity  (L1),EMB US Equity  (L1),MUB US Equity  (L1),TIP US Equity  (L1),SHY US Equity  (R1),HYG US Equity  (L1)
8/22/2016,52.3391,56.42,34.0942,26.5997,6.1978,49.5535
8/19/2016,51.8225,56.2205,33.8937,26.3383,6.1853,49.7957
8/18/2016,52.2776,56.9522,34.0117,26.5453,6.2852,50.2455
8/17/2016,51.9086,56.5797,33.8112,26.3274,6.2103,49.6573
8/16/2016,51.4904,56.1007,33.764,25.9462,6.2103,49.4497
8/15/2016,51.761,56.5132,33.6696,26.1205,6.2477,49.7524
8/12/2016,52.2284,56.3269,33.823,26.4472,6.2727,49.3113
8/11/2016,51.5396,55.6617,33.5517,26.1205,6.1978,49.1902
8/10/2016,52.0439,55.9012,33.646,26.4581,6.2977,48.8269
8/9/2016,51.6134,55.4488,33.5753,26.4254,6.2477,49.1037
8/8/2016,50.7278,54.7304,33.4691,26.1205,6.1853,48.5847
8/5/2016,50.6294,53.8124,33.4219,26.0333,6.2228,47.9793
8/4/2016,51.2444,54.2115,33.6814,26.3383,6.3726,47.6506
8/3/2016,50.6048,53.1871,33.5045,25.8155,6.2977,46.7164
8/2/2016,50.408,52.9742,33.4691,25.456,6.2852,46.059
8/1/2016,51.2567,53.3334,33.5517,26.0769,6.3227,46.2666
7/29/2016,52.1122,53.9154,33.82,26.8244,6.3587,47.0878
7/28/2016,51.5601,53.4253,33.6317,26.5423,6.2215,46.95
7/27/2016,51.7073,53.7962,33.5728,26.3687,6.234,47.57
7/26/2016,51.0816,53.1074,33.408,25.8805,6.1591,47.1222
7/25/2016,51.2289,53.5445,33.3256,25.6635,6.1466,47.6906
7/22/2016,51.3147,53.9287,33.3962,25.9347,6.2215,48.3966
7/21/2016,51.4006,53.9154,33.4433,26.0432,6.2589,47.7422
7/20/2016,51.2289,53.9154,33.4197,25.989,6.184,47.9489
7/19/2016,51.2779,53.9817,33.5139,26.2168,6.234,47.57
7/18/2016,51.008,53.9419,33.4904,26.206,6.2215,47.9661
7/15/2016,51.008,54.1539,33.5257,26.2928,6.1591,47.4667
7/14/2016,51.5846,54.1936,33.667,26.4338,6.209,47.7594
7/13/2016,51.9527,54.1274,33.82,26.7593,6.2714,47.4667
7/12/2016,51.3638,54.0479,33.8436,26.488,6.2464,47.8972
7/11/2016,52.2226,54.5778,33.9967,26.9112,6.2839,47.4839
7/8/2016,52.6152,54.1406,34.1968,27.5295,6.3962,47.3978
7/7/2016,51.7687,52.9219,35.6214,27.2475,6.3962,45.469
7/6/2016,51.7441,52.9749,34.3145,27.5078,6.4461,45.2796
7/5/2016,51.4742,52.763,34.2439,27.2041,6.496,44.6424
7/1/2016,50.959,52.4186,34.0202,26.9979,6.4461,45.469
6/30/2016,50.168,51.8402,33.8817,26.0238,6.4082,45.1832
6/29/2016,49.648,51.1413,33.7478,25.7861,6.3583,44.2061
6/28/2016,49.697,49.6381,34.0886,25.8618,6.3957,42.4063
6/27/2016,48.8772,48.5436,34.0886,25.4297,6.3583,40.6408
6/24/2016,48.2532,48.0953,33.6655,25.0624,6.2586,42.6977
6/23/2016,47.5558,49.3611,32.6783,24.2847,6.0465,45.0803
6/22/2016,47.7026,49.0051,32.9956,24.2415,6.084,44.0176
6/21/2016,47.4335,48.359,33.0426,23.9066,6.0465,43.8804
6/20/2016,47.568,48.4777,33.0896,24.2847,6.1214,43.3319
6/17/2016,47.7516,47.4755,33.3599,24.6412,6.1837,42.492
6/16/2016,48.192,47.6206,33.3364,24.9544,6.1713,42.3978
6/15/2016,47.9718,47.5942,33.1367,25.2029,6.2336,42.3206
6/14/2016,47.4212,47.014,33.0661,24.6196,6.1089,42.2521
6/13/2016,47.7516,47.6865,32.8429,24.9328,6.0964,42.732
6/10/2016,47.9718,48.2271,32.7606,25.0948,6.0715,43.6919
6/9/2016,47.8005,48.7941,32.5373,25.0948,6.0091,44.3947
6/8/2016,47.5925,48.9787,32.314,25.0516,5.9842,44.9603
6/7/2016,47.1031,48.2007,32.173,24.76,5.9592,44.4118
6/6/2016,46.8829,47.9634,32.0907,24.4251,5.9343,43.7776
6/3/2016,47.2377,47.6865,32.0907,24.2847,5.9592,43.1434
6/2/2016,46.0631,46.5261,31.9262,23.4854,5.7846,42.8863
6/1/2016,45.7695,46.2624,31.7617,23.0641,5.6973,42.852
5/31/2016,45.6668,45.7585,31.7556,23.2519,5.7714,42.6275
5/27/2016,45.4106,45.8373,31.6501,23.4355,5.7216,42.764
5/26/2016,45.5204,45.9161,31.8143,23.5975,5.7839,42.5252
5/25/2016,45.1056,45.8636,31.7556,23.2411,5.7216,42.9346
5/24/2016,44.8494,45.4565,31.7791,23.144,5.6592,42.7128
5/23/2016,45.0934,45.115,31.9316,23.2627,5.734,41.8599
5/20/2016,45.0934,45.1018,31.8729,23.1979,5.7465,41.8258
5/19/2016,44.9958,44.9574,31.9785,23.2627,5.7091,41.3311
5/18/2016,44.6541,45.4565,32.002,23.3167,5.6842,41.7234
5/17/2016,45.8986,46.8749,32.3539,24.3966,5.8711,41.7064
5/16/2016,45.9474,46.98,32.0958,24.3102,5.9085,41.9964
5/13/2016,46.4355,46.9012,32.2952,24.4506,5.9584,41.2117
5/12/2016,46.1671,46.8092,32.1662,24.1482,5.9459,41.8428
5/11/2016,46.4721,46.5203,32.0489,24.2346,6.0082,41.6211
5/10/2016,46.3135,46.1788,31.9433,24.2562,6.0456,41.7234
5/9/2016,46.0694,45.5353,31.9199,23.8782,6.0207,40.5293
5/6/2016,46.2159,45.903,31.7908,23.8027,5.9709,40.7852
5/5/2016,46.5331,45.7126,31.826,24.2346,5.9958,40.8705
5/4/2016,46.2403,45.3777,31.7439,23.835,5.9584,40.9899
5/3/2016,46.4843,45.7191,31.7204,23.6947,5.9709,41.5187
5/2/2016,46.2281,46.0475,31.3451,23.6407,5.8587,42.4399
4/29/2016,46.4171,46.0736,31.3913,24.051,5.8972,42.3857
4/28/2016,46.2589,46.2175,31.3445,24.105,5.8599,42.148
4/27/2016,46.125,45.9166,31.1923,23.4571,5.7976,42.3857
4/26/2016,45.2003,45.2623,31.1454,22.712,5.7228,41.5536
4/25/2016,45.2611,45.1314,31.1571,22.766,5.7478,41.0782
4/22/2016,45.6018,45.7203,31.204,22.9064,5.7727,41.6215
4/21/2016,45.4436,45.9427,31.3094,22.982,5.7727,41.2989
4/20/2016,45.5045,46.4662,31.2742,23.1332,5.7976,41.7404
4/19/2016,45.906,46.3484,31.4148,23.6515,5.8723,41.4687
4/18/2016,45.6383,45.7857,31.5084,23.4355,5.9097,40.8744
4/15/2016,45.4801,45.7072,31.4499,23.4571,5.9222,40.0763
4/14/2016,44.8717,45.6287,31.3211,23.0144,5.8474,40.297
4/13/2016,44.9691,45.4455,31.3445,23.3059,5.8474,40.348
4/12/2016,44.4702,44.8435,31.2625,23.1979,5.8972,39.431
4/11/2016,45.0421,44.6473,31.3211,23.7163,5.9222,38.6159
4/8/2016,45.0543,44.0061,31.3445,24.0294,5.9346,38.4291
4/7/2016,45.3828,43.5481,31.3211,24.2778,5.9346,37.8008
4/6/2016,44.9934,44.1369,30.8761,23.8458,5.8723,38.4801
4/5/2016,45.1151,43.7967,30.8059,24.1698,5.9097,37.3254
4/4/2016,44.6527,44.1762,30.6536,24.0402,5.8723,37.8348
4/1/2016,44.6405,44.2154,30.4312,23.889,5.7976,38.1744
3/31/2016,44.1767,43.8392,30.5219,23.7919,5.8591,38.0742
3/30/2016,43.6064,43.5655,30.3115,23.6623,5.8093,37.8883
3/29/2016,43.7763,43.4221,30.1712,23.5867,5.7968,37.3981
3/28/2016,43.1332,42.6791,29.9958,22.3017,5.5976,36.8742
3/24/2016,43.0483,42.4054,29.8438,22.1505,5.5727,37.4995
3/23/2016,43.1089,42.7443,30.0075,22.4313,5.6225,38.108
3/22/2016,42.393,43.6437,29.8789,22.3017,5.5603,38.7503
3/21/2016,42.66,43.9174,29.8555,22.6148,5.6225,39.1222
3/18/2016,42.8299,43.383,29.8322,22.5824,5.635,39.2743
3/17/2016,42.5022,43.2657,29.7854,22.1721,5.6101,38.9531
3/16/2016,42.0654,42.1577,29.6217,21.9022,5.6225,38.0742
3/15/2016,41.3859,40.763,29.575,20.6172,5.4109,37.1615
3/14/2016,41.4344,41.5581,29.5984,20.8547,5.3735,38.4461
3/11/2016,41.0219,41.8709,29.5048,20.9951,5.3735,38.8348
3/10/2016,40.6215,40.9976,29.61,21.0383,5.4731,37.1784
3/9/2016,40.039,41.0758,29.5282,21.4594,5.4856,36.2319
3/8/2016,40.1968,40.7369,29.5633,21.535,5.5229,35.8938
3/7/2016,39.4566,41.2974,29.4464,21.0707,5.4482,36.8573
3/4/2016,39.2989,41.0237,29.4113,21.5566,5.5229,36.6882
3/3/2016,39.3231,40.6848,29.6451,21.9345,5.5976,36.2995
3/2/2016,38.6679,40.5153,29.5633,21.6862,5.5603,35.8431
3/1/2016,38.3888,40.8542,29.7036,21.427,5.5727,36.7727
2/29/2016,39.145,39.2325,29.9469,21.7618,5.7136,34.6562
2/26/2016,39.0482,39.0248,29.9586,21.3514,5.6514,33.2269
2/25/2016,39.0966,38.7911,30.1686,21.6646,5.7883,32.3357
2/24/2016,38.3223,38.3108,30.0752,21.1679,5.7634,31.6295
2/23/2016,38.1892,38.2848,30.2503,20.8979,5.7385,31.4109
2/22/2016,37.9109,38.3108,30.2036,20.5308,5.7261,31.6799
2/19/2016,37.6326,37.6357,30.332,20.2392,5.7136,30.5533
2/18/2016,37.7294,37.7525,30.4253,20.142,5.8132,30.3011
2/17/2016,36.6164,37.3371,30.437,19.8073,5.7261,30.1834
2/16/2016,36.6527,36.3764,30.612,20.0124,5.7012,29.124
2/12/2016,37.306,35.9351,30.542,20.5092,5.7634,29.0063
2/11/2016,38.0803,35.4028,30.8687,20.9627,5.8878,27.1062
2/10/2016,37.6205,35.5586,30.6704,20.5416,5.7883,27.9638
2/9/2016,37.4512,35.4287,30.6354,20.0988,5.7883,28.1487
2/8/2016,37.923,35.8701,30.6237,20.3688,5.8256,28.6364
2/5/2016,37.2092,36.4803,30.2853,20.2824,5.7012,30.1665
2/4/2016,37.2334,36.6231,30.1803,20.6172,5.7261,31.1586
2/3/2016,37.1729,36.4543,30.0752,20.5956,5.7012,31.579
2/2/2016,37.5117,35.8572,29.9586,20.4444,5.6763,30.94
2/1/2016,37.2576,36.1557,29.6202,20.0772,5.5394,31.8817
1/29/2016,37.6953,36.8294,29.9185,20.2932,5.5952,32.6663
1/28/2016,36.9836,36.351,29.7439,19.8073,5.4708,32.2313
1/27/2016,36.8268,35.6398,29.7206,19.5589,5.4708,31.562
1/26/2016,37.2007,34.9933,29.6507,19.2566,5.446,31.7628
1/25/2016,36.8147,34.5666,29.6856,18.9542,5.3962,30.5916
1/22/2016,36.9594,35.1872,29.6158,18.7274,5.3962,31.8967
1/21/2016,36.875,33.933,29.7788,18.5547,5.4335,29.9056
1/20/2016,37.2731,33.3253,29.8603,18.9866,5.446,29.0355
1/19/2016,37.068,34.1399,29.6623,18.9218,5.3713,29.9056
1/15/2016,37.6832,33.6485,29.674,19.0406,5.3838,30.3573
1/14/2016,37.8883,34.9803,29.278,19.0406,5.2967,32.0974
1/13/2016,38.5758,34.8252,29.511,19.1486,5.2719,31.5118
1/12/2016,38.1536,35.3553,29.4527,18.9002,5.2097,32.9842
1/11/2016,37.84,35.9889,29.4061,18.5763,5.1972,32.8504
1/8/2016,38.2863,36.2217,29.6158,19.2026,5.1599,33.0512
1/7/2016,38.1778,36.338,29.5575,19.1054,5.0853,33.4025
1/6/2016,38.0692,36.9846,29.3712,19.2026,5.048,34.2726
1/5/2016,37.5264,36.9975,28.8006,18.8246,4.9858,34.2726
1/4/2016,37.454,36.6354,28.6492,18.9002,5.048,34.0216
12/31/2015,37.5264,36.7777,28.9287,18.4359,4.9112,34.8247
12/30/2015,37.2972,37.0363,28.7307,18.2415,4.961,34.7411
12/29/2015,37.2972,36.7518,28.6492,18.1119,4.9361,34.6407
12/28/2015,38.0089,36.6225,28.6142,18.5655,4.961,33.871
12/24/2015,38.1778,37.0104,28.556,18.5331,5.0231,34.6741
12/23/2015,37.73,36.9486,28.5722,18.3279,4.9819,34.4015
12/22/2015,37.6098,36.3311,28.5141,18.2199,5.0192,33.5526
12/21/2015,37.7902,36.0996,28.549,18.3819,5.0441,31.9548
12/18/2015,37.694,36.344,28.4909,18.5979,5.0565,32.3709
12/17/2015,37.694,36.6527,28.2584,18.2739,4.9198,32.8702
12/16/2015,37.5376,36.5369,27.8749,17.8636,4.9198,34.3682
12/15/2015,37.5616,36.434,27.8632,18.2091,5.0068,33.3529
12/14/2015,37.5496,35.9838,27.9911,18.2739,5.0192,31.2058
12/11/2015,38.5721,35.4435,28.2933,19.127,5.1435,32.3542
12/10/2015,38.3315,37.5532,28.0608,18.7382,5.0192,35.0506
12/9/2015,38.6563,37.759,28.0027,18.9974,5.0814,35.6165
12/8/2015,38.6924,37.5275,27.8632,19.2242,5.0441,34.9174
12/7/2015,38.8728,37.7461,27.7819,19.1918,5.0565,36.6151
12/4/2015,38.6322,38.0806,27.654,19.235,5.0689,37.5805
12/3/2015,37.8864,37.8748,27.4448,18.9326,5.0441,37.8984
12/2/2015,39.7389,38.8396,27.8516,19.6777,5.0441,38.2629
12/1/2015,40.0757,39.2898,27.7935,20.088,5.1311,38.5458
11/30/2015,39.0339,38.8856,27.6237,19.6453,5.0676,37.5717
11/27/2015,38.9739,39.2572,27.5367,19.6993,5.1048,37.6545
11/25/2015,38.9259,39.2444,27.5193,19.6345,5.08,37.4391
11/24/2015,38.794,39.3725,27.4497,19.6993,5.0676,37.2901
11/23/2015,38.746,39.5135,27.3569,19.5697,5.0676,37.1078
11/20/2015,38.698,39.6544,27.2409,19.4293,5.08,37.2238
11/19/2015,38.722,39.2187,27.2177,19.3322,5.08,37.2569
11/18/2015,38.3142,38.9625,26.9973,18.911,5.1048,38.4993
11/17/2015,38.2782,38.6293,26.7653,18.7382,5.1421,38.2343
11/16/2015,38.1342,38.309,26.5334,18.5223,5.1794,38.1349
11/13/2015,38.1103,38.2321,26.603,18.5871,5.1794,37.4888
11/12/2015,37.7024,38.4371,26.4754,18.4251,5.0924,37.8864
11/11/2015,37.7504,38.1808,26.371,18.4251,5.0552,38.814
11/10/2015,37.7624,38.1424,26.313,18.4359,5.08,39.1453
11/9/2015,37.4145,37.963,26.2434,18.4791,5.0303,39.4601
11/6/2015,37.6424,38.6293,26.3246,18.5223,5.0552,40.0398
11/5/2015,38.5421,39.475,26.7537,19.019,5.1545,40.719
11/4/2015,38.5061,39.3084,26.7653,19.3969,5.1545,41.2656
11/3/2015,38.662,39.3341,26.719,19.5589,5.2664,41.6798
11/2/2015,38.65,38.5653,26.9161,19.7641,5.2788,41.5307
10/30/2015,39.2472,38.4637,26.9918,19.8181,5.3394,41.0957
10/29/2015,38.8883,38.7444,26.7603,19.4509,5.3394,40.9308
10/28/2015,39.8691,38.5403,26.8529,19.7749,5.4139,41.2936
10/27/2015,40.4193,39.1145,27.0034,20.3796,5.5505,40.9143
10/26/2015,40.3834,39.4974,26.8992,20.1096,5.5133,41.376
10/23/2015,40.1323,39.4208,26.7719,20.142,5.5133,41.5244
10/22/2015,40.6466,39.1401,26.9571,20.3148,5.6002,41.0297
10/21/2015,40.3476,38.553,26.9224,19.9045,5.563,40.9803
10/20/2015,39.6538,39.038,26.7719,19.8289,5.5257,41.1287
10/19/2015,39.917,39.8037,26.8066,19.9693,5.5878,40.9968
10/16/2015,39.9289,39.7909,26.7025,20.1744,5.5505,40.6175
10/15/2015,39.8811,39.038,26.6677,20.4984,5.6002,39.9744
10/14/2015,39.9409,38.3488,26.8645,20.7251,5.6623,39.6447
10/13/2015,39.3907,37.7235,26.6909,20.3148,5.5133,39.7436
10/12/2015,39.4983,38.6934,26.7719,20.3796,5.476,40.0734
10/9/2015,38.9362,38.5147,26.5404,20.1636,5.5009,40.3372
10/8/2015,38.8764,37.9405,26.5288,20.4984,5.5009,40.3207
10/7/2015,39.4266,37.8767,26.6562,20.5416,5.5257,39.7436
10/6/2015,38.9362,37.4428,26.8182,20.5632,5.5505,38.3255
10/5/2015,38.6611,37.0089,26.7372,20.2176,5.563,37.5671
10/2/2015,39.0319,36.3325,26.934,20.5848,5.6375,35.9347
10/1/2015,38.4219,34.8011,26.5173,19.8937,5.4885,35.8027
9/30/2015,38.4528,35.1828,26.5366,19.4602,5.4886,36.6752
9/29/2015,38.4766,34.2172,26.5713,19.2227,5.4638,35.8219
9/28/2015,38.2977,34.5222,26.3518,18.8882,5.4142,35.8383
9/25/2015,38.0592,35.691,26.0169,18.8558,5.3397,37.9551
9/24/2015,38.4766,36.0087,26.0746,19.4925,5.3894,38.6607
9/23/2015,38.4528,36.466,26.0284,19.4818,5.3273,39.3499
9/22/2015,38.5363,36.7456,26.0515,19.5681,5.3645,39.5961
9/21/2015,37.9399,37.8509,25.705,19.2767,5.3025,40.6135
9/18/2015,38.6436,38.6259,25.8436,20.0322,5.3645,40.876
9/17/2015,38.2262,38.2702,25.5548,19.6544,5.3149,41.2698
9/16/2015,37.0932,37.4698,24.9658,18.7263,5.0791,41.155
9/15/2015,36.8427,36.9107,24.9542,18.7587,5.0915,41.6637
9/14/2015,37.8803,37.0759,25.4393,19.5681,5.2404,41.6965
9/11/2015,37.8922,36.987,25.4855,19.7947,5.2652,41.9426
9/10/2015,37.7968,36.9616,25.4393,19.4602,5.228,41.9919
9/9/2015,38.0711,37.1648,25.5779,19.4278,5.1908,41.6473
9/8/2015,37.773,36.7074,25.5547,19.158,5.2156,41.8278
9/4/2015,38.417,36.7583,25.9014,19.6976,5.2528,41.0565
9/3/2015,38.1069,36.8599,25.7628,19.5033,5.2404,41.2042
9/2/2015,37.451,36.1484,25.6588,19.4925,5.2404,41.0073
9/1/2015,37.6537,36.7456,25.8436,19.8703,5.2156,40.433
8/31/2015,36.8274,36.6435,25.4536,20.088,5.1786,40.8849
8/28/2015,37.1722,36.5676,25.5458,20.1956,5.2158,41.0809
8/27/2015,36.9225,36.479,25.5228,19.8512,5.2655,40.9502
8/26/2015,36.7917,34.5308,25.2116,19.2701,5.2531,39.9047
8/25/2015,36.875,34.5561,25.3268,19.9912,5.3151,38.7448
8/24/2015,37.5766,33.5187,25.5343,20.2817,5.3647,38.4671
8/21/2015,37.9571,35.4796,25.9147,20.7015,5.3151,39.6107
8/20/2015,37.9214,36.0615,25.638,20.6584,5.2034,40.1171
8/19/2015,37.8382,36.5549,25.6726,20.3248,5.2407,40.8032
8/18/2015,37.1722,36.9218,25.3873,19.9158,5.1414,40.9339
8/17/2015,37.6955,37.4152,25.5689,20.2064,5.1538,41.1136
8/14/2015,37.2555,37.3266,25.5574,20.2172,5.0918,41.1136
8/13/2015,37.1247,37.2507,25.5458,20.3463,5.1414,41.0319
8/12/2015,37.6004,37.3646,25.419,20.6692,5.2283,41.2116
8/11/2015,37.8144,37.2887,25.7418,20.949,5.2283,41.4077
8/10/2015,37.2436,37.2507,25.1885,20.4539,5.0918,42.0611
8/7/2015,37.7906,37.2254,25.5113,20.6261,5.0918,41.6527
8/6/2015,37.315,37.1622,25.4882,20.2925,5.1414,42.0938
8/5/2015,37.0533,37.6555,25.4306,20.0773,5.1166,42.6819
8/4/2015,37.5885,37.7947,25.4882,20.4539,5.1042,42.8779
8/3/2015,38.2901,37.5923,25.7533,21.132,5.2655,42.7963
7/31/2015,37.9705,38.1983,25.5927,21.2396,5.2307,43.0628
7/30/2015,37.259,38.1856,25.3396,20.7661,5.1191,43.3067
7/29/2015,37.1878,37.7446,25.3281,20.5939,5.1687,42.8839
7/28/2015,37.3064,37.0388,25.4547,20.6046,5.1935,42.0545
7/27/2015,37.4131,36.7994,25.5697,20.8952,5.2183,41.2901
7/24/2015,37.4013,37.3413,25.4777,20.6477,5.1439,41.8919
7/23/2015,37.4606,37.8454,25.3742,20.7768,5.1191,42.2984
7/22/2015,37.0574,38.2109,25.2246,20.5723,5.1067,42.3797
7/21/2015,36.8795,38.1226,25.1326,20.5185,5.1191,43.3067
7/20/2015,36.5949,38.0344,25.0291,20.2387,5.1067,43.5669
7/17/2015,36.9151,38.2235,25.0061,20.5616,5.1687,44.2337
7/16/2015,36.8202,38.173,24.7875,20.6046,5.1935,44.624
7/15/2015,36.6068,37.8076,24.684,20.4539,5.2431,44.3963
7/14/2015,36.251,37.8076,24.753,20.1203,5.2059,44.3963
7/13/2015,36.1325,38.2613,24.638,19.9266,5.1563,44.5427
7/10/2015,36.4289,38.4755,24.6955,20.3463,5.2059,44.4126
7/9/2015,37.3064,37.9588,24.8335,20.9167,5.3051,43.5832
7/8/2015,38.2195,37.6437,25.0291,21.7024,5.3795,43.2579
7/7/2015,38.0298,37.9084,24.569,21.5517,5.2679,43.9735
7/6/2015,37.4606,38.0092,24.592,21.1535,5.2803,43.8596
7/2/2015,36.9151,38.5889,24.3965,20.68,5.2555,44.3313
7/1/2015,36.3933,38.5007,24.2124,20.1526,5.0943,43.7946
6/30/2015,36.8304,37.9964,24.1975,20.5939,5.184,43.7708
6/29/2015,37.0905,37.6449,24.6336,20.8199,5.184,43.0908
6/26/2015,35.9081,38.0089,24.1056,19.9373,5.0104,44.0784
6/25/2015,36.5348,38.4483,24.2549,20.4755,5.0724,44.4993
6/24/2015,36.7594,38.6366,24.3926,20.6046,5.0972,44.9365
6/23/2015,36.381,38.5111,24.0597,20.3894,5.0476,45.325
6/22/2015,36.6885,38.5613,24.0942,20.6584,5.0724,45.4222
6/19/2015,37.7763,38.3604,24.4729,21.1966,5.1468,45.1308
6/18/2015,37.0432,38.0089,24.2549,20.9167,5.122,45.0498
6/17/2015,37.2915,37.3059,24.2893,21.2073,5.0972,44.5155
6/16/2015,37.3033,36.7033,24.3237,21.0674,5.0228,44.6451
6/15/2015,36.9604,36.7284,24.1056,20.3571,4.9856,43.8355
6/12/2015,36.9841,37.4063,24.0597,19.9696,4.9361,44.5155
6/11/2015,37.2206,37.218,23.8761,19.9051,4.9608,45.0498
6/10/2015,36.0145,36.8539,23.5777,19.3131,4.9361,44.7584
6/9/2015,36.381,37.3436,23.5432,19.7436,4.9608,44.5641
6/8/2015,36.9959,37.8583,23.8187,20.0127,5.0104,44.807
6/5/2015,37.0905,38.1972,23.8302,19.8512,4.9423,44.807
6/4/2015,37.7881,38.9379,24.1573,20.1849,5.0476,45.2441
6/3/2015,37.0787,39.0886,23.9105,19.8512,5.0352,45.7136
6/2/2015,37.9655,39.5782,24.0253,20.5939,5.0724,46.5069
6/1/2015,38.6749,39.7665,24.4614,21.0889,5.0848,46.7822
5/29/2015,39.4548,40.5434,24.623,21.8423,5.1507,46.5374
5/28/2015,39.3958,40.1307,24.4397,21.4549,5.1259,46.3279
5/27/2015,39.6906,40.5184,24.4512,21.5302,5.0764,46.3924
5/26/2015,39.5491,40.7686,24.3595,21.6378,5.064,46.07
5/22/2015,38.9359,41.1563,24.1763,21.541,5.0516,46.3762
5/21/2015,39.0303,40.9687,24.3824,21.3365,5.1259,46.2634
5/20/2015,38.37,40.2182,23.993,20.8737,5.0888,46.0539
5/19/2015,38.2049,40.0932,23.9816,20.5508,5.0516,46.2312
5/18/2015,38.9477,40.7811,24.119,21.132,5.1135,46.4568
5/15/2015,40.0207,41.1438,24.5313,21.7777,5.1755,46.6986
5/14/2015,39.0539,40.4434,24.4626,20.9383,5.1755,46.3738
5/13/2015,38.5822,39.9806,24.3023,20.7122,5.0764,45.667
5/12/2015,38.7119,39.8305,24.5199,20.8952,5.0268,45.8766
5/11/2015,38.9124,40.581,24.3023,20.7768,5.0144,45.8927
5/8/2015,40.3273,41.2313,24.7318,21.8854,5.1135,46.8113
5/7/2015,39.5255,40.4559,24.7718,21.3795,4.9649,45.667
5/6/2015,38.9713,40.6685,24.4512,21.0674,5.002,45.6831
5/5/2015,39.5727,40.706,24.9093,22.0468,5.0392,46.1183
5/4/2015,39.8085,40.9186,24.9963,22.1006,5.064,46.3118
5/1/2015,40.2566,41.1188,24.9895,22.5742,5.064,46.344
4/30/2015,41.0325,40.9797,25.2352,23.08,5.107,46.0191
4/29/2015,40.9149,41.3785,25.3952,22.8755,5.1194,46.0994
4/28/2015,42.0908,42.2759,25.601,23.1015,5.107,46.3722
4/27/2015,42.9374,42.3756,25.7152,23.8118,5.1565,46.5969
4/24/2015,43.0432,42.2136,25.8067,23.7903,5.1689,46.5487
4/23/2015,42.7728,41.9144,25.6467,23.263,5.1318,46.308
4/22/2015,42.4083,41.5904,25.7038,22.9508,5.0822,46.3561
4/21/2015,43.3372,41.0794,25.8981,23.5213,5.1689,46.5006
4/20/2015,43.3725,40.9548,25.9781,23.9625,5.1565,46.4043
4/17/2015,43.7135,41.2913,26.081,24.2962,5.1689,46.0833
4/16/2015,43.3254,41.4782,25.9895,23.5105,5.2185,46.5327
4/15/2015,43.4077,41.7898,26.0467,23.3706,5.1689,46.8376
4/14/2015,43.3137,41.5655,25.9095,22.9939,5.1689,46.2599
4/13/2015,42.9844,41.4035,25.9667,22.671,5.1194,46.1957
4/10/2015,43.0315,41.6029,25.921,22.6387,5.0575,46.4685
4/9/2015,42.8316,41.5904,25.9895,22.7571,5.0822,46.1315
4/8/2015,43.5606,41.553,26.1038,23.1984,5.1194,46.2759
4/7/2015,43.6076,40.8925,26.1381,23.4997,5.1194,46.308
4/6/2015,43.0903,41.1542,25.9895,23.2307,5.1937,45.5377
4/2/2015,42.9021,40.6432,26.001,22.7464,5.107,45.1686
4/1/2015,43.1373,39.9453,26.1952,23.1984,5.1194,45.0563
3/31/2015,42.728,39.2648,26.1307,22.2513,5.074,44.7597
3/30/2015,42.47,39.3269,25.9938,21.9715,4.9873,44.9355
3/27/2015,42.2237,39.0039,26.1193,22.3374,4.9997,44.5361
3/26/2015,41.6608,38.768,25.9938,22.2836,4.9378,44.4242
3/25/2015,42.5403,39.5256,26.1079,22.9401,4.9873,44.4402
3/24/2015,43.0094,39.1778,26.336,22.9724,5.0121,44.8236
3/23/2015,42.7983,39.1033,26.1421,22.3804,4.9749,44.6
3/20/2015,42.47,38.7307,25.9824,22.4342,4.9378,44.4881
3/19/2015,42.0713,37.2402,26.0166,22.0683,4.8635,43.3698
3/18/2015,42.7983,37.8612,26.0623,22.1437,4.9997,44.5121
3/17/2015,41.0628,36.0726,25.3089,20.3033,4.7521,43.242
3/16/2015,40.8282,35.8863,25.2411,20.1849,4.7769,43.9609
3/13/2015,40.6875,36.2837,25.1955,20.0127,4.7645,44.1047
3/12/2015,41.0862,37.2898,25.1955,20.4001,4.7521,44.6
3/11/2015,41.2269,37.1284,24.8306,20.6692,4.7274,44.3124
3/10/2015,40.5116,36.8924,25.0131,20.4647,4.7274,43.913
3/9/2015,40.2888,37.4265,24.5341,20.3248,4.7026,44.4722
3/6/2015,39.7259,37.5258,24.1121,20.5078,4.6531,44.7757
3/5/2015,41.2269,38.4574,25.3096,21.9176,4.7645,45.7023
3/4/2015,41.0393,38.4698,25.435,22.1329,4.7274,45.4307
3/3/2015,41.1331,39.0164,25.2069,22.0145,4.7026,45.7023
3/2/2015,41.2152,38.768,25.3666,21.8423,4.7274,46.1177
2/27/2015,42.4462,39.2307,25.8555,22.8432,4.8127,46.1445
2/26/2015,42.1071,38.9954,25.4572,22.1329,4.7756,46.1126
2/25/2015,42.8789,39.144,25.7189,22.219,4.8746,46.1445
2/24/2015,42.7503,38.5125,25.7531,22.0145,4.8746,45.6672
2/23/2015,41.8264,37.8687,25.5255,21.2827,4.7879,45.5241
2/20/2015,41.3469,38.0544,25.2637,21.0566,4.7384,45.4127
2/19/2015,41.1364,37.6706,25.1272,21.0459,4.7508,45.015
2/18/2015,41.1598,38.0792,25.2865,21.1427,4.8127,45.3491
