Date,LQD US Equity  (L1),EMB US Equity  (L1),MUB US Equity  (L1),TIP US Equity  (L1),SHY US Equity  (R1),HYG US Equity  (L1)
2/28/2018,51.0015,60.1916,32.45,25.2059,5.639,60.8516
2/27/2018,50.7177,60.5332,32.3158,25.0269,5.6137,61.0942
2/26/2018,51.3755,60.8322,32.3402,25.3401,5.6896,61.5235
2/23/2018,51.1821,60.3909,32.4622,25.1835,5.677,61.2436
2/22/2018,50.4855,59.1952,32.1695,24.7248,5.6516,60.1797
2/21/2018,50.2792,59.0244,32.0719,24.6129,5.639,60.0677
2/20/2018,51.1047,59.5795,32.3524,24.9709,5.6263,60.7956
2/16/2018,51.7496,60.6329,32.4744,25.0716,5.639,61.3555
2/15/2018,51.2981,59.5795,32.3402,24.8702,5.6137,60.7023
2/14/2018,50.5887,58.5405,32.1695,24.8031,5.6516,59.4144
2/13/2018,51.1434,58.8963,32.5353,24.915,5.8036,59.1345
2/12/2018,51.195,59.4799,32.4988,24.8255,5.8036,59.6384
2/9/2018,51.195,59.2237,32.4622,24.736,5.8542,58.5558
2/8/2018,51.6851,59.6934,32.511,25.1276,5.7656,59.0038
2/7/2018,52.3429,61.5154,32.4988,25.3849,5.7529,60.4036
2/6/2018,52.7686,61.8001,32.7305,25.6645,5.8289,61.0009
2/5/2018,53.0781,61.5012,32.4134,26.1791,5.9049,60.0304
2/2/2018,52.9878,62.4264,32.5475,25.7093,5.7149,60.9263
2/1/2018,53.7746,63.6932,32.7061,25.8659,5.7023,61.9528
1/31/2018,54.4547,63.7645,33.251,26.5132,5.745,62.2571
1/30/2018,54.1331,63.5232,33.1293,26.2,5.745,61.9783
1/29/2018,54.6605,63.8071,33.1902,26.502,5.7324,62.5359
1/26/2018,55.0721,64.7014,33.5918,26.804,5.7703,63.1121
1/25/2018,55.2779,64.3891,33.8962,26.8823,5.8336,62.982
1/24/2018,54.4933,64.162,33.7623,26.6474,5.8589,63.0935
1/23/2018,54.5962,64.4033,33.8962,26.7369,5.8842,63.3351
1/22/2018,53.9272,64.091,33.9205,26.5467,5.8209,62.8519
1/19/2018,54.0687,64.0626,33.9448,26.6138,5.8715,62.7032
1/18/2018,54.5447,64.5311,34.0301,26.8263,5.8336,62.5359
1/17/2018,55.1493,64.9144,34.0787,26.9382,5.8589,62.7032
1/16/2018,55.5738,64.8718,33.9935,27.0277,5.8968,62.6846
1/12/2018,55.4323,64.8576,33.957,26.8152,5.9095,62.7775
1/11/2018,55.4066,64.6163,34.1518,26.6921,5.9221,63.0563
1/10/2018,55.0335,64.4033,34.1031,26.8263,5.96,62.5173
1/9/2018,54.9306,64.886,34.3587,26.8711,5.9221,62.8704
1/8/2018,55.4966,65.397,34.4926,27.2849,5.96,63.3723
1/5/2018,55.5095,65.6952,34.4804,27.4191,5.96,63.5024
1/4/2018,55.5609,65.5958,34.4926,27.4415,5.96,63.3909
1/3/2018,55.6124,65.1699,34.7726,27.408,6.0106,63.1121
1/2/2018,55.3294,65.2409,34.6143,27.2849,6.0106,62.3314
12/29/2017,56.3714,64.815,34.7969,27.5981,6.0486,62.1828
12/28/2017,56.1655,64.6021,34.7239,27.2737,6.0233,61.9411
12/27/2017,56.2684,64.5453,34.7604,27.229,6.0106,62.0155
12/26/2017,55.4066,64.3891,34.1153,26.7033,5.96,61.9411
12/22/2017,55.2008,64.3039,33.9083,26.5915,5.9727,61.6995
12/21/2017,55.085,63.7645,33.8596,26.5132,6.0106,61.5508
12/20/2017,54.6689,63.777,33.6442,26.183,6.0181,61.3828
12/19/2017,55.0797,64.0317,33.9359,26.6075,6.0055,61.2533
12/18/2017,55.8755,64.3855,34.349,26.9873,6.056,61.5864
12/15/2017,56.3377,64.2157,34.5798,27.2106,6.056,61.4198
12/14/2017,56.1194,64.0034,34.7135,27.2106,6.1065,61.4013
12/13/2017,55.837,63.9185,34.6163,27.2106,6.1444,61.7345
12/12/2017,55.2979,63.4515,34.1424,26.9873,6.0307,61.642
12/11/2017,55.4134,63.3949,34.1789,26.8867,6.0307,61.716
12/8/2017,55.2979,63.4798,34.3368,26.9873,6.0813,61.679
12/7/2017,55.4904,63.4515,35.0416,27.0431,6.0813,61.5124
12/6/2017,55.7985,63.7911,35.1631,27.2106,6.0686,61.4384
12/5/2017,55.5033,63.6496,34.3854,27.0766,6.0181,61.5864
12/4/2017,55.208,63.4232,33.8751,26.9426,6.0307,61.679
12/1/2017,54.9641,63.3242,33.8265,26.8979,6.0939,61.7345
11/30/2017,54.4875,62.79,33.4451,26.4185,6.0705,61.7856
11/29/2017,54.6668,62.9592,33.0934,26.552,6.1273,61.7488
11/28/2017,55.2813,63.5512,33.3359,26.8967,6.1589,61.9515
11/27/2017,55.0636,63.3256,33.53,26.9078,6.1463,61.4539
11/24/2017,55.1533,63.2552,33.5785,26.9301,6.1463,61.9515
11/22/2017,55.3325,63.3116,33.8089,27.0858,6.1463,61.8409
11/21/2017,54.7308,62.6209,34.0272,26.7077,6.0579,61.5829
11/20/2017,54.2187,62.3953,34.0636,26.7188,6.0831,61.2511
11/17/2017,54.2187,62.4376,34.197,26.9078,6.121,61.2143
11/16/2017,54.0266,62.1416,34.2697,26.6854,6.1841,61.3249
11/15/2017,54.2059,61.4932,34.4031,26.9523,6.1715,59.7582
11/14/2017,53.5529,61.3805,34.2212,26.5964,6.2094,59.7582
11/13/2017,53.5145,61.5073,34.294,26.4408,6.1841,60.4402
11/10/2017,53.4889,61.3241,34.294,26.4519,6.1967,60.5508
11/9/2017,54.3723,61.1972,34.682,27.0079,6.2346,60.2006
11/8/2017,54.782,61.5355,34.8033,27.0301,6.2472,60.9931
11/7/2017,54.9868,61.606,34.7669,27.108,6.2598,61.7119
11/6/2017,55.1149,62.4658,34.4274,26.9301,6.3103,62.1727
11/3/2017,55.0764,62.6913,34.294,26.7188,6.2472,62.1542
11/2/2017,54.8972,63.7203,34.0999,26.6298,6.3103,62.1358
11/1/2017,54.9228,63.2693,34.0272,26.4408,6.2851,62.228
10/31/2017,54.6787,63.234,34.0719,26.3101,6.2997,62.3829
10/30/2017,54.8958,63.0796,34.1082,26.2546,6.3627,62.3462
10/27/2017,54.3851,62.6022,33.9509,25.9217,6.3123,62.3829
10/26/2017,53.9254,61.8299,33.9267,25.5221,6.2366,61.9424
10/25/2017,53.9382,62.3073,34.0598,25.5776,6.2366,62.1443
10/24/2017,54.3468,62.5881,34.3866,25.7108,6.2618,62.6031
10/23/2017,54.7298,62.7988,34.5198,25.8884,6.2871,62.6031
10/20/2017,54.5766,62.9392,34.4714,25.8773,6.2871,62.7867
10/19/2017,54.998,63.4728,34.6651,26.1658,6.3501,62.6398
10/18/2017,54.7681,63.2902,34.6287,25.9994,6.2871,62.6215
10/17/2017,54.998,63.2621,34.7014,26.1547,6.3249,62.4563
10/16/2017,55.0235,63.1779,34.5319,26.3878,6.3123,62.2177
10/13/2017,55.2406,63.4728,34.4109,26.6764,6.4132,62.1259
10/12/2017,54.6277,63.0094,34.2898,26.4988,6.3501,62.0525
10/11/2017,54.5894,62.7005,34.193,26.2657,6.3627,62.236
10/10/2017,54.666,62.5179,34.0961,26.1103,6.3753,62.4012
10/9/2017,54.5638,62.223,34.1082,25.8884,6.3501,62.2728
10/6/2017,54.4361,62.4477,33.9993,25.844,6.3501,62.2544
10/5/2017,54.5638,62.8549,34.0598,25.9439,6.3879,62.493
10/4/2017,54.7809,62.7707,34.0598,26.077,6.6149,62.2911
10/3/2017,54.8703,62.6443,33.9872,25.9661,6.4132,62.4563
10/2/2017,54.5255,62.6864,33.9509,25.844,6.4762,62.1626
9/29/2017,54.3819,62.8372,33.9516,26.0128,6.3974,62.2449
9/28/2017,54.2418,62.3057,33.9636,26.2902,6.4226,62.0072
9/27/2017,54.0126,61.97,34.012,26.3789,6.41,62.0072
9/26/2017,54.6111,62.6554,34.3744,26.7672,6.4226,61.9341
9/25/2017,54.6366,62.7113,34.4107,26.8671,6.4478,61.733
9/22/2017,54.0635,62.8652,34.3382,26.512,6.3848,61.6417
9/21/2017,53.8597,62.5854,34.1811,26.1903,6.3596,61.4771
9/20/2017,53.8597,62.1239,34.0845,26.4788,6.3848,61.6782
9/19/2017,54.0508,63.1729,34.3503,26.8338,6.473,61.6965
9/18/2017,53.9616,63.4107,34.3503,26.978,6.4604,61.532
9/15/2017,54.1144,63.7324,34.3865,27.0335,6.5234,61.6051
9/14/2017,53.9871,63.5086,34.4228,27.1001,6.536,61.4589
9/13/2017,53.605,63.3967,34.4228,26.9004,6.5234,61.2395
9/12/2017,53.7579,63.3967,34.5798,27.1333,6.5486,61.1847
9/11/2017,53.9234,63.7324,34.6644,27.3441,6.599,60.9836
9/8/2017,54.3946,64.0121,34.906,27.8323,6.6998,60.4718
9/7/2017,54.853,63.8582,34.8698,27.8101,6.725,60.9836
9/6/2017,54.2545,63.2288,34.6644,27.2776,6.662,60.9653
9/5/2017,54.8021,63.5365,34.7006,27.4329,6.6746,61.075
9/1/2017,53.847,62.9911,34.3986,26.6119,6.5738,61.4406
8/31/2017,54.4564,63.1428,34.5261,26.9035,6.5964,61.2762
8/30/2017,54.1897,62.5298,34.4296,26.5824,6.5964,60.8393
8/29/2017,54.0627,62.0003,34.4417,26.6156,6.5712,60.4025
8/28/2017,53.9484,61.9028,34.2608,26.4163,6.5208,60.6027
8/25/2017,53.9484,62.1536,34.2366,26.3167,6.5586,60.5845
8/24/2017,53.5928,61.7216,34.2005,26.1063,6.5208,60.2932
8/23/2017,53.8849,61.5544,34.2366,26.4274,6.6216,60.0566
8/22/2017,53.3007,61.2061,34.0437,26.0842,6.5208,60.0384
8/21/2017,53.4531,61.1504,34.0799,26.2392,6.5334,59.3831
8/18/2017,53.2372,60.9971,34.0196,26.1949,6.5083,59.2193
8/17/2017,53.3388,60.593,33.9954,26.1728,6.5208,58.9826
8/16/2017,53.1863,60.7324,33.9472,25.8627,6.4957,59.8746
8/15/2017,52.7545,60.593,33.9231,25.6413,6.4327,59.8564
8/14/2017,52.9323,60.5513,34.0919,26.0177,6.4831,59.8018
8/11/2017,53.0339,60.189,34.1763,26.516,6.5712,58.9644
8/10/2017,52.7545,59.8964,34.0799,26.5935,6.4327,58.6914
8/9/2017,52.8053,60.5652,33.8628,26.2724,6.395,59.7108
8/8/2017,52.6529,60.5094,33.7301,26.0399,6.4076,60.3296
8/7/2017,53.3896,60.8438,33.8146,25.9513,6.4076,61.0214
8/4/2017,53.3515,60.5513,33.7181,25.8074,6.3698,61.0942
8/3/2017,53.9484,60.9274,33.8628,25.9845,6.4076,61.0578
8/2/2017,53.7325,60.3701,33.5854,25.6413,6.3698,61.3672
8/1/2017,53.9738,60.1472,33.5251,25.7077,6.4201,61.3308
7/31/2017,53.4191,59.9617,33.4585,25.6002,6.3813,61.1718
7/28/2017,53.4191,59.8368,33.3983,25.6002,6.3939,61.1718
7/27/2017,53.0138,59.8368,33.3742,25.3019,6.331,61.1537
7/26/2017,53.3938,60.0728,33.4946,25.3903,6.3562,61.2806
7/25/2017,52.8871,59.2123,33.3501,25.0256,6.2807,61.0449
7/24/2017,53.7992,59.6842,33.5427,25.5118,6.3436,60.9724
7/21/2017,53.9765,60.0034,33.5307,25.5118,6.3813,60.8455
7/20/2017,53.6218,59.6286,33.4344,25.324,6.331,60.9724
7/19/2017,53.4825,59.5731,33.2779,25.6334,6.331,60.8818
7/18/2017,53.5332,59.3927,33.0974,25.5339,6.331,60.6099
7/17/2017,52.8744,58.9347,32.8566,25.1803,6.3058,60.5374
7/14/2017,52.7351,58.8792,32.8446,24.9262,6.2933,60.483
7/13/2017,52.3804,58.4767,32.5075,24.9372,6.243,60.0298
7/12/2017,52.6464,58.4629,32.5196,24.9814,6.2933,59.9029
7/11/2017,51.975,57.533,32.327,24.6167,6.243,58.8696
7/10/2017,51.9117,57.3804,32.2788,24.2189,6.2052,58.9784
7/7/2017,51.6583,56.6864,32.2307,24.2742,6.1549,58.7971
7/6/2017,51.785,56.5893,32.3149,24.6609,6.1675,58.9422
7/5/2017,52.1777,57.4497,32.3992,24.9814,6.1423,59.341
7/3/2017,51.9244,57.5885,32.2427,24.7935,6.1046,59.4678
6/30/2017,52.2526,58.0964,32.2999,25.023,6.1838,59.5447
6/29/2017,52.379,58.2899,32.3961,25.1993,6.1838,59.1656
6/28/2017,52.8464,59.0364,32.8406,25.6953,6.2467,59.5627
6/27/2017,52.6822,58.8567,33.0088,25.5961,6.1964,58.9129
6/26/2017,53.3771,59.6862,33.177,26.1913,6.2593,59.4183
6/23/2017,53.0991,59.3959,33.1289,25.9929,6.2593,59.2017
6/22/2017,53.0233,58.8705,33.0568,25.8937,6.1964,58.5519
6/21/2017,52.897,58.5249,33.0088,25.4859,6.1838,58.1187
6/20/2017,52.8212,58.8567,33.0208,25.2875,6.1713,59.0393
6/19/2017,52.48,59.6032,32.9127,25.1552,6.1587,59.5988
6/16/2017,52.6696,59.7691,32.9968,25.2985,6.2215,59.1115
6/15/2017,52.5432,59.7829,32.9127,25.1883,6.1713,59.3822
6/14/2017,52.9096,60.2944,33.0689,25.8055,6.209,59.9959
6/13/2017,51.8736,59.9488,32.8766,25.7835,6.1587,59.9779
6/12/2017,51.7094,59.7,32.9127,25.5741,6.1587,59.6891
6/9/2017,51.6715,59.7138,32.9367,25.8386,6.1713,59.4183
6/8/2017,51.8231,60.0594,33.0568,25.9488,6.209,59.292
6/7/2017,52.0884,60.2944,33.213,26.0811,6.2341,59.1656
6/6/2017,52.2779,60.4327,33.225,26.3787,6.2718,59.4905
6/5/2017,51.8357,60.1009,32.9727,26.2354,6.2341,59.7432
6/2/2017,52.2653,60.3774,33.0809,26.566,6.3221,59.8876
6/1/2017,51.5578,59.5065,32.7445,26.059,6.2467,59.7974
5/31/2017,51.5246,59.2397,32.8575,26.1157,6.2673,59.3351
5/30/2017,51.3482,59.1295,32.6057,26.0827,6.2547,59.3531
5/26/2017,50.9954,59.0469,32.4618,25.8078,6.2171,59.1914
5/25/2017,50.882,58.7714,32.3419,25.5108,6.2296,59.1015
5/24/2017,50.819,58.8954,32.3179,25.7088,6.2296,59.2273
5/23/2017,50.5795,58.2894,32.2699,25.6318,6.1668,58.9577
5/22/2017,51.0458,58.193,32.138,25.8188,6.2045,58.9757
5/19/2017,51.1718,58.2619,32.1021,26.0167,6.2422,58.4904
5/18/2017,51.0836,57.6559,32.0781,25.7968,6.2171,58.2028
5/17/2017,51.1088,58.4685,31.9342,25.5988,6.2673,58.0231
5/16/2017,50.1889,58.4822,31.5145,24.873,6.1543,58.724
5/15/2017,49.9747,58.4547,31.3466,24.785,6.1543,58.4904
5/12/2017,49.9873,58.3307,31.3346,25.1149,6.1668,58.1309
5/11/2017,49.2313,57.7799,31.1187,24.917,6.0413,58.1848
5/10/2017,49.1557,57.5182,30.9988,24.5431,6.0287,58.1669
5/9/2017,48.954,57.0638,30.8669,24.4991,6.0036,57.4839
5/8/2017,48.9288,57.2153,30.9269,24.6091,6.0538,57.5917
5/5/2017,49.1935,57.6422,30.9628,25.0929,6.104,57.412
5/4/2017,49.1431,57.4769,30.8789,24.994,6.0664,57.1424
5/3/2017,49.4329,58.193,30.9149,25.4668,6.0789,57.9871
5/2/2017,49.5085,58.3858,30.8069,25.7418,6.1543,57.8433
5/1/2017,49.0674,57.8212,30.6151,25.7418,6.1166,57.7894
4/28/2017,49.5303,58.0356,30.851,26.1652,6.1896,57.7097
4/27/2017,49.3544,57.5417,30.8989,25.9787,6.1394,57.7634
4/26/2017,49.2162,57.185,30.8271,25.869,6.1017,57.6561
4/25/2017,48.8517,57.2125,30.7313,25.6057,6.0641,57.7992
4/24/2017,49.4424,57.6103,31.0545,25.8141,6.1645,57.5129
4/21/2017,49.6434,57.1301,31.3657,25.847,6.2774,56.7791
4/20/2017,49.6434,56.7323,31.3417,26.0225,6.2272,56.9044
4/19/2017,49.8571,56.6226,31.4973,26.1542,6.2397,56.3854
4/18/2017,50.3095,57.0753,31.5931,26.3846,6.2899,56.5285
4/17/2017,49.4298,56.7872,31.1981,26.1103,6.2021,56.5643
4/13/2017,49.7188,56.5403,31.222,26.4065,6.2146,56.099
4/12/2017,49.4675,56.6089,31.1263,26.22,6.1645,56.4212
4/11/2017,48.9774,56.1561,30.9109,25.7483,6.0892,56.3138
4/10/2017,48.2862,55.8955,30.7194,25.507,5.9888,56.618
4/7/2017,48.0098,55.9092,30.5997,25.4411,5.9386,56.4033
4/6/2017,48.3742,56.0052,30.5159,25.9348,6.0766,56.4748
4/5/2017,48.236,56.0876,30.4202,26.0006,6.0515,56.278
4/4/2017,48.0475,55.5114,30.3005,25.7593,6.0515,56.4033
4/3/2017,48.437,55.7995,30.2287,25.9019,6.0892,56.3496
3/31/2017,47.775,55.3795,30.1477,25.6005,5.9907,56.4341
3/30/2017,47.6246,55.5982,30.1,25.228,5.9782,56.4875
3/29/2017,48.0131,55.8715,30.3269,25.5347,6.0033,55.7569
3/28/2017,47.5369,55.3659,30.0641,25.2061,5.9406,55.4361
3/27/2017,47.8502,55.4205,30.1477,25.6224,5.9907,54.5807
3/24/2017,47.5369,55.4342,29.9447,25.3814,5.9531,54.7411
3/23/2017,47.3865,55.2019,29.861,25.0198,5.9531,54.2064
3/22/2017,47.4868,54.9696,29.7655,25.1623,5.9531,54.153
3/21/2017,47.1108,54.8192,29.6102,24.9541,5.928,53.7787
3/20/2017,46.7653,54.7632,29.2723,24.8491,5.8727,55.05
3/17/2017,46.4089,54.4776,29.1443,24.6802,5.8152,55.1866
3/16/2017,46.0706,53.849,29.0726,24.4064,5.765,55.1331
3/15/2017,46.2836,54.3136,29.1563,24.494,5.8403,55.5787
3/14/2017,45.0303,52.2364,28.7501,23.3766,5.6396,53.4579
3/13/2017,44.905,52.7011,28.7023,23.4642,5.6521,53.9213
3/10/2017,45.3938,52.947,28.7023,23.7491,5.7023,53.7965
3/9/2017,45.0303,52.3047,28.5709,23.519,5.6396,53.85
3/8/2017,45.8199,53.2613,28.8098,23.8476,5.6521,54.2599
3/7/2017,46.2711,54.4639,29.0248,24.3844,5.7399,55.2935
3/6/2017,46.998,54.5733,29.0487,24.6035,5.7775,56.3093
3/3/2017,47.2612,54.6279,29.0846,24.735,5.7525,56.8083
3/2/2017,47.1108,53.9173,29.2399,24.4502,5.7274,56.737
3/1/2017,47.3364,54.6416,29.2996,24.8446,5.8403,57.236
2/28/2017,48.2103,54.5854,29.7249,25.6005,5.9236,56.6612
2/27/2017,48.1103,54.5854,29.6057,25.6005,5.9737,56.7854
2/24/2017,48.4602,54.953,29.7726,25.9401,6.0614,56.5903
2/23/2017,47.7103,54.6535,29.3912,25.5786,6.0113,56.466
2/22/2017,47.3353,54.2043,29.2839,25.2828,5.9612,56.3241
2/21/2017,47.2229,53.9865,29.1051,25.0527,5.9361,56.2531
2/17/2017,47.1604,53.7551,29.1051,25.0637,5.9236,55.7385
2/16/2017,46.7854,53.7142,28.9382,24.7788,5.8484,55.5788
2/15/2017,46.3729,53.7959,28.6163,24.7788,5.7983,55.7031
2/14/2017,46.4854,53.8367,28.8428,24.6145,5.8359,55.6498
2/13/2017,46.8354,54.0001,29.1885,24.9103,5.9111,55.5434
2/10/2017,46.8979,53.8367,29.2839,25.1075,5.9361,55.3127
2/9/2017,46.9354,53.6053,29.26,25.0089,5.9486,55.2062
2/8/2017,47.5228,53.8095,29.57,25.2499,6.0364,54.9933
2/7/2017,47.0104,53.2106,29.3077,24.9541,5.9361,54.8868
2/6/2017,46.7604,53.4011,29.2123,25.0089,5.9612,55.1175
2/3/2017,46.2979,53.4011,28.9978,24.7021,5.8484,55.224
2/2/2017,46.1355,52.5163,29.0454,24.8336,5.886,54.9578
2/1/2017,46.098,52.0671,28.8547,24.8227,5.8484,54.8691
1/31/2017,46.2777,52.037,29.0494,25.0856,5.8847,54.2999
1/30/2017,46.0159,51.4811,28.8709,24.8227,5.8597,54.4589
1/27/2017,46.2652,51.82,28.8709,24.8555,5.8597,54.7769
1/26/2017,46.0907,51.3726,28.6806,24.6474,5.8096,54.6356
1/25/2017,45.9162,51.4946,28.6687,24.4611,5.7971,54.7062
1/24/2017,46.4771,51.6709,28.8709,24.8665,5.8221,54.1586
1/23/2017,46.9134,52.1726,29.0375,25.0746,5.8847,54.0526
1/20/2017,46.2403,51.4539,28.8947,24.5707,5.7845,54.0526
1/19/2017,45.9785,51.2641,29.1446,24.5488,5.7219,53.7522
1/18/2017,46.4771,51.6302,29.68,24.6474,5.7595,54.2469
1/17/2017,47.4494,52.7014,29.9656,25.2609,5.8597,54.1056
1/13/2017,46.8137,52.0776,29.8823,24.8665,5.7845,54.2646
1/12/2017,47.1128,52.0099,30.0013,25.0856,5.8346,54.2116
1/11/2017,47.1253,51.7116,29.5967,24.976,5.7971,54.1762
1/10/2017,46.9009,51.5624,29.2041,24.5816,5.747,54.0879
1/9/2017,46.9882,51.8065,29.2398,24.483,5.7845,54.0702
1/6/2017,46.7015,51.9827,28.9185,24.2859,5.6969,54.1056
1/5/2017,47.4743,52.0641,29.1089,24.8007,5.7845,54.1409
1/4/2017,46.689,50.898,28.859,24.3735,5.7094,54.3706
1/3/2017,46.1904,49.9624,28.5973,24.0996,5.6843,53.5402
12/30/2016,46.0658,49.4472,28.7163,23.9791,5.772,52.9042
12/29/2016,45.8414,49.6913,28.7995,23.5738,5.7344,52.8512
12/28/2016,45.2805,49.3387,28.5854,23.4204,5.6217,52.6392
12/27/2016,44.7445,49.1353,28.2641,23.1027,5.5841,52.8512
12/23/2016,45.0062,49.2709,28.2998,23.1575,5.6342,52.9926
12/22/2016,44.7819,49.0404,28.1689,23.0151,5.6342,52.7099
12/21/2016,44.7723,48.9958,27.9875,22.6316,5.6085,52.3831
12/20/2016,44.3124,48.5088,27.8449,22.3249,5.5585,52.119
12/19/2016,44.3994,48.2518,27.7974,22.2044,5.5459,51.9077
12/16/2016,43.7032,47.589,27.5122,21.7004,5.4959,51.5203
12/15/2016,43.8151,47.2914,27.429,21.7662,5.4458,51.3794
12/14/2016,43.7157,47.562,27.8568,22.533,5.4959,51.309
12/13/2016,44.6356,48.8605,28.0707,23.508,5.6961,52.4535
12/12/2016,44.3124,48.4006,27.9756,23.5519,5.7087,52.0838
12/9/2016,44.4491,48.0219,28.2252,23.5738,5.7462,52.2951
12/8/2016,45.0085,48.6441,28.3915,24.1434,5.7587,52.2246
12/7/2016,45.6052,48.7388,28.5222,24.2639,5.7712,52.2422
12/6/2016,44.9961,47.8731,27.5597,24.1544,5.7337,51.4851
12/5/2016,45.0085,47.1562,26.8111,23.9134,5.7587,50.7279
12/2/2016,44.6977,46.534,26.8824,23.7381,5.7587,50.3405
12/1/2016,44.0389,46.4393,26.5616,23.6724,5.6461,49.4425
11/30/2016,44.8487,47.2536,26.5389,24.029,5.6967,50.1425
11/29/2016,45.3941,47.6174,26.9777,23.9634,5.7342,50.0724
11/28/2016,45.1958,47.7655,27.6655,23.8432,5.7217,50.2652
11/25/2016,44.5387,47.2536,27.8197,23.6574,5.6591,50.2827
11/23/2016,44.5263,47.1593,27.7486,23.8651,5.6717,50.0899
11/22/2016,45.0594,48.264,28.1992,24.2805,5.7342,50.6509
11/21/2016,44.6875,47.6174,28.4838,24.1711,5.7592,49.5465
11/18/2016,44.5387,46.9707,28.5668,23.876,5.7717,48.3545
11/17/2016,45.3569,47.8059,28.5668,24.0618,5.8343,48.3545
11/16/2016,46.2867,48.1158,28.7447,24.2695,5.8468,48.7576
11/15/2016,46.076,48.2101,29.0412,24.0072,5.8593,49.3537
11/14/2016,45.6297,45.7044,28.5668,23.9307,5.8218,47.4079
11/11/2016,46.3859,46.4454,30.0018,24.8926,5.9844,46.321
11/10/2016,47.0182,47.294,30.2509,25.2424,5.9844,47.7059
11/9/2016,47.1421,52.9385,30.9387,25.4611,6.0219,49.6692
11/8/2016,49.3364,55.242,32.0298,26.4012,6.1595,50.721
11/7/2016,49.6712,54.8379,32.0891,26.6198,6.2721,51.054
11/4/2016,49.7703,53.5986,32.1958,26.6854,6.3096,48.968
11/3/2016,49.324,53.9758,32.1365,26.3575,6.2721,48.8979
11/2/2016,49.6216,53.5716,32.0891,26.7182,6.2595,48.8628
11/1/2016,49.3984,53.7333,31.8163,26.6635,6.197,49.529
10/31/2016,49.5859,53.8904,31.9493,26.6526,6.1963,50.1121
10/28/2016,49.4499,53.7294,31.8546,26.4121,6.1212,50.5659
10/27/2016,49.623,54.1051,31.7125,26.27,6.1212,51.2988
10/26/2016,50.303,55.4334,31.9375,26.8166,6.0962,51.8572
10/25/2016,50.9336,56.3459,32.0322,26.9478,6.1337,52.468
10/24/2016,51.0449,56.2788,31.8309,26.751,6.1337,52.5553
10/21/2016,51.4777,56.2922,32.0677,26.9478,6.1712,52.468
10/20/2016,51.3911,55.6481,32.0558,26.8056,6.1462,52.4331
10/19/2016,51.4406,55.5139,31.8783,27.0024,6.1963,52.4157
10/18/2016,51.2427,55.3127,31.9138,26.8275,6.1963,51.9794
10/17/2016,50.8718,55.0711,31.9375,26.751,6.1587,51.3686
10/14/2016,50.3772,55.0309,31.8901,26.1825,6.0712,51.578
10/13/2016,51.082,55.8091,32.0677,26.3028,6.0962,51.229
10/12/2016,50.7111,55.4468,32.1269,26.106,6.0587,51.6129
10/11/2016,50.5132,55.4468,32.2808,26.1498,6.0587,51.6653
10/10/2016,50.9831,56.6947,32.4228,26.2481,6.0712,52.5204
10/7/2016,50.9831,56.1177,32.5649,26.423,6.1212,52.0841
10/6/2016,50.6245,56.0238,32.5412,26.4558,6.0837,51.7351
10/5/2016,50.6121,56.2653,32.6596,26.3902,6.0837,51.6478
10/4/2016,50.7729,56.2251,32.8964,26.5979,6.1462,51.2464
10/3/2016,51.4777,56.9094,33.1686,27.221,6.2338,51.5082
9/30/2016,51.9071,56.5989,33.2339,27.3413,6.2479,51.6025
9/29/2016,52.1785,56.1313,33.3876,27.3413,6.3353,50.9423
9/28/2016,52.2401,56.7593,33.3994,27.3631,6.2979,51.5156
9/27/2016,52.1415,56.5989,33.3757,27.2101,6.3103,50.5079
9/26/2016,51.7715,56.158,33.2103,27.1008,6.2979,50.0736
9/23/2016,51.5372,56.639,33.163,27.0461,6.2354,50.7338
9/22/2016,51.6482,57.1334,33.1867,26.6963,6.1729,50.9075
9/21/2016,51.0316,56.5188,33.0094,26.0732,6.1979,50.4037
9/20/2016,50.267,54.8353,33.0449,25.4829,6.1729,49.1702
9/19/2016,50.0697,54.6617,32.9385,25.5048,6.1979,49.3439
9/16/2016,50.119,54.1139,33.0685,25.6578,6.2229,49.257
9/15/2016,49.9463,54.5548,33.0331,25.4501,6.2729,49.2223
9/14/2016,49.8477,53.9135,33.0331,25.4829,6.1854,48.3536
9/13/2016,49.749,53.6195,33.0921,25.2862,6.1229,48.3884
9/12/2016,50.2423,55.3297,33.3639,25.8437,6.1604,49.535
9/9/2016,50.23,55.3564,33.4703,25.7999,6.1229,49.0138
9/8/2016,51.3645,56.8929,33.7066,26.6745,6.1604,50.4558
9/7/2016,52.4374,57.6143,33.8839,27.1227,6.2354,50.7338
9/6/2016,52.6471,57.1734,33.8839,26.9587,6.2354,51.1508
9/2/2016,52.1168,56.2115,33.7657,26.3575,6.1604,50.977
9/1/2016,52.3881,55.7572,33.9311,26.4996,6.1604,50.2821
8/31/2016,52.3883,55.9544,33.9881,26.3928,6.1104,49.986
8/30/2016,52.4498,56.5265,34.0235,26.371,6.1229,50.5742
8/29/2016,52.6466,56.5797,34.0825,26.4799,6.1104,50.4877
8/26/2016,51.7856,55.808,33.9055,26.0224,6.048,49.7438
8/25/2016,52.2653,56.0076,34.0117,26.5126,6.1479,49.9168
8/24/2016,52.4129,56.0209,34.0117,26.5779,6.1853,49.64
8/23/2016,52.5113,56.5531,34.0471,26.774,6.2103,50.0552
